,crowd,text
5511,1,"You're pretty good at that... I mead pulling things like that comment out of your rear end wittout any knowledge of the subject. What a hoot.
"
5520,1,"So, how has that EU  working out for you in Europe? The Brits finally wised up and we right here in """"River City"""" have the same problem. Enough of the corporate facist state growth and burning down society. Time to get back to national sovereignty. The world is burning because of these ill thought, deceptive and insidious policies. Then in the good ole' U S of A the band plays on and the Alaska state government isn't listening either. People are getting restless and things every where will pop if the stupid politicians don't get ahold of themselves.
"
5528,1,"""""You're supposed to be representing us!"""" Sadly, """"representing us"""" was what Senator Koch of Ohio pandered to when he was needing votes. Once he had enough votes, it """"slipped his mind"""" that he said he would """"represent us"""". He's got his head so far up Trump's ass he can't see the forest for the trees. He's a pretty sad excuse for a human being.
"
5537,1,"What a boatload of smarmy crap from the NFL owners.  It's all about the money.  For example, just because the good citizens of San Diego had the sense to not agree to  a taxpayer-funded stadium--can you imagine it, they felt things like local schools were more important than giving tax breaks to billionaires--the team upped and went to LA.
"
5553,1,"What an absolutely stupid idea.  Sorry to be so crass, but it is.
"
5567,1,"I feel bad that this bill was not passed. But tell me what color dress she wore is relevant? This pisses me off! Do they describe the asinine suits men wear like uniforms? Do they bemoan the tie? What a bunch of crap. Bite me, Erica Martinson!
"
5573,1,"BLATANT HYPOCRISY ! The Divider-in-Chief calls for Unity The Hurter-in-Chief calls for Healing The Heartless-in-Chief calls for Compassion..... The Hater-in Chief calls for Love...... HYPOCRISY ! ! !
"
5592,1,"Quite a load of ignorant babble. SAD
"
5603,1,"^ This.   It's just so true. They bellyached about some of their number accurately being described as deplorable, uneducated, ignorant, etc., and then turn around to """"show everyone who's boss"""" by proving the point, really, by voting for a stupid, race-baiting, game show host. And someone like the president* is only out to enrich and glorify himself, and he's not going to do a darned thing for the people that voted for him, unless they are in the 1%.
"
5604,1,"I smell a rat and it’s name is Bezos, of the WaPo fake news rag!
"
5620,1,"Nothing in the AFN statement implies that they want free stuff. That's your own racist views of Alaska Natives. Every minority group is fearful right now, wondering what life would be like with a bigot like Trump in office. Most likely it would give people like you the courage to denigrate and disparage those who aren't like you.
"
5635,1,"Yeah, you're right: we're sick of it.  Take away gov/congress's lack of law to prevent them from getting stock tips which gets them rich and beholden to wall street.  That's nothing to do w/local issue but it's the same just bigger, lol.  Tax tax tax when we all see generous (beyond generous-stupid) tax breaks to let them build crap like crapstone.  I mean come on! Do we ALL have to suffer from the rabid dog?
"
5636,1,"Drumpf says the alt Tpubs """"won't own it, we won't own it I can tell you that"""" and scapegoat the left for the failure of the right. They had 8 years to get a plan in place if they win. The altrightpubs were in on the Obamacare discussion and got over 100 amendments in the bill that became the law. The Altrightpubs control the White House, Senate and the house. They don't need the left to pass their garbage and cram it through the process till it becomes law. They could just do a smash and grab and repeat. Transfer wealth from the poor to the very wealthy. 50K a year if you earn 1M Yet the right blames the left for not helping kill Obamacare. If the left met the right halfway, Obamacare would be dead. Therefore, according to the altrightpub scream machine, the Democrats are guilty of obstruction. Because the 8 years since Obamacare was born and full altrightpub control of the government today are fake outraged at Obama and friends (Dems/Indy) for not killing his/their signature law.
"
5642,1,"As I said, I find both Trump and Clinton unpalatable. I supported Bernie Sanders in the primary, because his views are sympathetic to me. However, Trump actively frightens me, and I loathe what he stands for as well. I can see Trump getting into a war through ignorance and personal pique. I do not see Clinton doing that.  Most of all, Trump actually repudiates Christianity. He embraces racism. He sees women as sex objects -- he said that one of the women who accused him of groping was """"too ugly"""" for him to consider doing that. This is apparently a serious response to the accusation. He does not stand for any sort of moral values.  I question the values of the so-called Christian leaders who support Trump. They are actually hurting their own churches. After this election, in which so many Christians in the US have behaved so very badly, who would ever want to darken the door of one of their churches again?
"
5643,1,"Damn good post and analysis, I agree with you. Even on the time line, Elway screwed the team by giving the insane money to Von. That wrecked the ability to sign better O line and a veteran QB. He was all in on the flop Lynch, and then to make it worse he brings back OZ. After seeing OZ play, did he really think OZ, was the man to lead this team. Someone asked in a post, 'can Elway be fired' interesting question?
"
5645,1,"Let's not fool ourselves. Canada quietly rewrote the rules governing the export of arms to other countries. No longer do such exports hinge on whether the recipient nation is a human rights abuser. Instead, the Canadian rules now strive to """"balance the economic and commercial interests of Canadian business"""" with this country's """"national interest."""" What does that tell you? It doesn't matter if its 'legal', it is abundantly immoral, the Royal Saudi Air Force are bombing Yemini hospitals, ports, warehouses, factories, schools, markets and homes.  Not only is SA committing atrocities, but these are capitalist wars, and have nothing to do with the working man/woman, it is disgusting SA is an ally.
"
